FID,LICENSEE,CALLSIGN,LOCNUM,LAT_DMS,LATDIR,LON_DMS,LONDIR,LOCADD,LOCCITY,LOCCOUNTY,LOCSTATE,NEPA,QZONE,TOWREG,SUPSTRUC,ALLSTRUC,STRUCTYPE,LIC_ID,LONG,LAT
640,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,5,"37,18,51",N,"119,41,0",W,47197A Deadwood,Oakhurst,MADERA,CA,N, , ,24.699999999999999,29.000000000000000,POLE,12449,-119.683312679000000,37.314205139099997
641,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,6,"37,15,29",N,"120,59,54",W,3RD AVENUE & 3RD STREET,Gustine,MERCED,CA,N, ,1017175,58.000000000000000,58.000000000000000,MAST,12449,-120.998312885999990,37.258105042200000
642,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,7,"37,18,8",N,"120,28,55",W,Downtown Merced,Merced,MERCED,CA,N, , ,0.000000000000000,0.000000000000000, ,12449,-120.481912808000000,37.302205082699999
643,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,8,"37,25,37",N,"120,39,5",W,9154 Meadow Drive,Cressey,MERCED,CA,N, ,1022474,57.000000000000000,60.000000000000000,TOWER,12449,-120.651412849000000,37.426905082200001
644,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,9,"36,53,53",N,"119,48,51",W,40457 AVE. 10,MADERA,MADERA,CA,N, ,1017048,44.200000000000003,44.200000000000003,MAST,12449,-119.814212656000000,36.898105089700003
645,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,10,"36,37,34",N,"121,12,3",W,375 Pastoria Avenue,Gonzales,SAN BENITO,CA,N, , ,0.000000000000000,0.000000000000000, ,12449,-121.200812850000010,36.626104970599997
646,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,11,"36,54,13",N,"121,13,49",W,9991 LONE TREE RD,Hollister,SAN BENITO,CA,N, ,1018269,36.500000000000000,39.299999999999997,TOWER,12449,-121.230312884000000,36.903604993599998
647,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,12,"36,38,15",N,"120,37,9",W,S.E. Corner Panoche Road & Interstate 5,MENDOTA,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,12449,-120.619212760000000,36.637505010799998
648,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,13,"36,22,1",N,"121,25,44",W,8 Miles SE of Gonzales and 6 miles SW of Soledad on Paloma Mountain,SOLEDAD,MONTEREY,CA,N, ,1018750,18.000000000000000,18.000000000000000,POLE,12449,-121.428912858999990,36.366904931199997
649,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,14,"37,0,29",N,"121,17,16",W,2.6 Miles S of the intersection of Highway 152 & North Fork Pacheco,Gilroy,SANTA CLARA,CA,N, ,1000755,26.000000000000000,26.000000000000000,MAST,12449,-121.287812904000010,37.008104999700002
650,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,15,"37,31,59",N,"120,1,33",W,Mt. Bullion (1.9 Miles NNE,Mt. Bullion,MARIPOSA,CA,N, , ,0.000000000000000,0.000000000000000, ,12449,-120.025812759000000,37.533105136000003
651,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,16,"37,43,37",N,"119,34,54",W,9358 Glacier Point Road,Yosemite,MARIPOSA,CA,N, , ,0.000000000000000,0.000000000000000, ,12449,-119.581712708000000,37.726905185500001
652,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,17,"37,1,9",N,"121,5,11",W,I-5 & HWY 152-TOP OF BASALT HILL,LOS BANOS,MERCED,CA,N, ,1017690,42.600000000000001,47.200000000000003,MAST,12449,-121.086412874000000,37.019205014599997
653,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,18,"37,22,4",N,"120,34,56",W,5308 W. WALLACE ROAD,ATWATER,MERCED,CA,N, ,1017049,37.399999999999999,39.299999999999997,POLE,12449,-120.582212831000010,37.367805081400000
654,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,19,"37,1,29",N,"120,35,57",W,Southwest corner on Indiana Ave. and Mint Road,Dos Palos,MERCED,CA,N, , ,60.000000000000000,0.000000000000000, ,12449,-120.599212797000010,37.024705048599998
655,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,20,"37,10,17",N,"120,17,1",W,11489 HARVEY PETTIT RD,LE GRAND,MERCED,CA,N, ,1017047,45.700000000000003,48.399999999999999,TOWER,12449,-120.283612762000000,37.171405084100002
656,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,21,"37,21,35",N,"120,50,13",W,19021 WESTSIDE BOULEVARD,STEVINSON,MERCED,CA,N, , ,60.000000000000000,0.000000000000000, ,12449,-120.836912871000000,37.359705062600000
657,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,22,"36,52,48",N,"120,28,2",W,OFF BEHYNER AVENUE; .25 MILE WEST OF STOREY AVENUE,FIREBAUGH,FRESNO,CA,N, , ,49.000000000000000,0.000000000000000, ,12449,-120.467212761000000,36.880005043600001
658,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,23,"36,55,28",N,"120,15,20",W,12016 ROAD 16,MADERA,MADERA,CA,N, , ,50.000000000000000,0.000000000000000, ,12449,-120.255612731000000,36.924505062100003
659,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,24,"37,4,33",N,"120,25,29",W,6701 AVE. 22 1/2,CHOWCHILLA,MADERA,CA,N, ,1022942,45.700000000000003,50.000000000000000,MAST,12449,-120.424712775000000,37.075805064800001
660,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,26,"37,5,33",N,"119,45,0",W,NORTH HWY 41  (N/O ROAD 406),MADERA,MADERA,CA,N, , ,50.000000000000000,0.000000000000000, ,12449,-119.750012666000000,37.092505112799998
661,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,27,"36,55,28",N,"120,15,20",W,12016 ROAD 16,MADERA,MADERA,CA,N, , ,50.000000000000000,0.000000000000000, ,12449,-120.255612731000000,36.924505062100003
662,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,28,"37,4,32",N,"120,25,29",W,6701  AVENUE 22 1/2,CHOWCHILLA,MADERA,CA,N, , ,61.000000000000000,0.000000000000000, ,12449,-120.424712775000000,37.075605065100000
663,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,29,"37,5,51",N,"119,19,7",W,NEXT TO PONDEROSA TELEPHONE COMPANY BUILDING,FRESNO,FRESNO,CA,N, , ,82.000000000000000,0.000000000000000, ,12449,-119.318612595999990,37.097505142899998
664,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,31,"37,0,34",N,"119,47,41",W,"CAL-TRANS, PARK-N-RIDE  SW  CORNER OF HWY 145  & HWY 41",MADERA,MADERA,CA,N, , ,60.000000000000000,0.000000000000000, ,12449,-119.794712665000010,37.009505101899997
665,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,32,"37,0,45",N,"119,27,6",W,TOP OF BLACK MOUNTAIN,FRESNO,FRESNO,CA,N, , ,36.600000000000001,0.000000000000000, ,12449,-119.451712609000000,37.012505125899999
666,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,33,"37,25,34",N,"120,26,28",W,9470 N. Snelling Road,SNELLING,MERCED,CA,N, ,1021991,106.700000000000000,106.700000000000000,MAST,12449,-120.441112815000000,37.426105096699999
667,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,35,"37,25,33",N,"120,26,26",W,E. Side of North Snelling Road 2 miles N. of La Paloma Road,Snelling,MERCED,CA,N, ,1021991,107.000000000000000,108.000000000000000,MAST,12449,-120.440612814999990,37.425805096500000
668,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,36,"37,1,19",N,"119,47,35",W,"Hwy 41, .8 mi. N. of Hwy 145",Madera,MADERA,CA,N, ,1059638,45.299999999999997,45.299999999999997,MAST,12449,-119.793112666000000,37.021905103000002
669,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,37,"37,23,16",N,"120,42,33",W,"Livingston Self Storage, 2370 Walnut Ave.",Livingston,MERCED,CA,N, ,1054867,59.000000000000000,60.000000000000000,MAST,12449,-120.709212854000000,37.387805074399999
670,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,38,"36,51,20",N,"121,24,21",W,TOP OF PARK HILL,HOLLISTER,SAN BENITO,CA,N, ,1001868,30.399999999999999,34.100000000000001,POLE,12449,-121.405812907000000,36.855604977699997
671,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,39,"36,43,11",N,"120,8,6",W,1160 S LAKE AVE,KERMAN,FRESNO,CA,N, ,1017816,56.299999999999997,60.899999999999999,TOWER,12449,-120.135012690000000,36.719705050800002
672,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,40,"37,10,53",N,"119,47,39",W,LOTS 1477-1478 LILLY MOUNTAIN DRIVE,COARSEGOLD,MADERA,CA, , , ,0.000000000000000,0.000000000000000, ,12449,-119.794212683000000,37.181405118500003
673,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,41,"36,51,11",N,"121,36,3",W,"Rocks Road, Parcel No. 011-310-03",Hollister,SAN BENITO,CA,N, ,1203060,15.199999999999999,15.199999999999999,TOWER,12449,-121.600812937000000,36.853104963800000
674,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,42,"37,38,54",N,"118,58,13",W,470039 Pinecrest Ave,Mammoth Lakes,MONO,CA,N, , ,25.899999999999999,32.000000000000000,MAST,12449,-118.970312597000000,37.648305221199998
675,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,44,"37,15,39",N,"119,43,35",W,35165 Bohna Ranch Rd,Coarsegold,MADERA,CA,N, , ,31.399999999999999,31.399999999999999,MAST,12449,-119.726412681000000,37.260805130900003
676,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,43,"36,55,0",N,"119,55,48",W,12011 Road 35,Mader,MADERA,CA,Y, , ,38.100000000000001,38.100000000000001,MAST,12449,-119.930012676999990,36.916705084000000
677,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,45,"37,18,56",N,"120,37,2",W,7143 W White Crane Rd.,Atwater,MERCED,CA,N, , ,30.500000000000000,30.500000000000000,MAST,12449,-120.617212831000000,37.315605074200001
678,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,46,"36,59,54",N,"120,54,14",W,22887 W. Alvarado Trail  (I5 Los Banos South #8331),LOS BANOS,MERCED,CA,N, ,1051073,42.700000000000003,44.200000000000003,TOWER,12449,-120.903912843000000,36.998305024799997
679,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,1,"36,57,21",N,"120,2,2",W,HOSPITAL RD 0.4 MI S OF SUNRISE AVE,MADERA,MADERA,CA,N, ,1011707,95.700000000000003,95.700000000000003,TOWER,12454,-120.033912697999990,36.955805080300003
680,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,2,"37,11,37",N,"120,14,38",W,6 MI N,Chowchilla,MERCED,CA,N, ,1018703,71.599999999999994,73.400000000000006,TOWER,12454,-120.243912757999990,37.193605088500000
681,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,3,"37,16,43",N,"120,37,40",W,SE OF RT 140 & CRANE RD,ATWATER,MERCED,CA,N, ,1018704,91.400000000000006,97.500000000000000,TOWER,12454,-120.627812829000010,37.278605070300003
682,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,4,"37,1,10",N,"120,59,11",W,SW OF I-5 & SR 152,LOS BANOS,MERCED,CA,N, ,1015735,54.899999999999999,61.000000000000000,TOWER,12454,-120.986412857999990,37.019405021099999
683,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,5,"36,51,21",N,"121,24,20",W,420 HILL ST,HOLLISTER,SAN BENITO,CA,N, ,1031913,32.899999999999999,32.899999999999999,POLE,12454,-121.405612907000010,36.855804977699997
684,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,6,"36,53,52",N,"119,48,51",W,40457 No A Avenue 10,PINEDALE,MADERA,CA,N, , ,45.700000000000003,49.399999999999999,TOWER,12454,-119.814212656000000,36.897805090100000
685,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,7,"37,25,34",N,"120,26,28",W,NORTH OF LA PALOMA ON G STREET,MERCED,MERCED,CA,N, ,1021991,106.300000000000000,107.300000000000000,MAST,12454,-120.441112815000000,37.426105096699999
686,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,8,"36,51,31",N,"120,20,21",W,Approx. .9 miles SW of,Bonita,MADERA,CA,N, , ,45.700000000000003,48.500000000000000,POLE,12454,-120.339212737000000,36.858605050199998
687,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,9,"37,28,4",N,"120,48,54",W,"Paulson Rd., 0.61 mi W of Hwy 99",Turlock,STANISLAUS,CA,N, , ,60.600000000000001,60.600000000000001,TOWER,12454,-120.815012878999990,37.467805074300003
688,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,10,"36,59,0",N,"120,36,5",W,45072 Valeria Avenue,Dos Palos,FRESNO,CA,N, ,1221788,62.399999999999999,65.500000000000000,TOWER,12454,-120.601412792000000,36.983305043999998
689,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,12,"37,10,12",N,"119,18,31",W,On Top of Musick Mountain,Fresno,FRESNO,CA,N, , ,30.500000000000000,30.500000000000000,TOWER,12454,-119.308612602000000,37.170005150700000
690,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,13,"36,50,22",N,"119,55,28",W,7090 N. Golden State Blvd.,FRESNO,FRESNO,CA,N, , ,40.799999999999997,40.799999999999997,POLE,12454,-119.924412668000000,36.839405077000002
691,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,14,"37,7,39",N,"119,40,41",W,3.2 mi E of Hwy 41,O'Neals,MADERA,CA,N, , ,33.500000000000000,33.500000000000000,TOWER,12454,-119.678112658000000,37.127505121699997
692,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,16,"36,51,11",N,"121,36,5",W,.41 mi S of US 101,San Juan,SAN BENITO,CA,N, , ,16.800000000000001,16.800000000000001,TOWER,12454,-121.601412937000010,36.853104963800000
693,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,17,"36,36,47",N,"121,3,58",W,Approx. 7 miles NNE of Jct of SR25 & SR146,San Andreas,SAN BENITO,CA,N, , ,18.300000000000001,18.300000000000001,TOWER,12454,-121.066112828000000,36.613104978400003
694,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,19,"37,18,31",N,"121,1,3",W,2006 L Street,NEWMAN,STANISLAUS,CA,N, , ,39.000000000000000,39.000000000000000,TOWER,12454,-121.017512895000000,37.308605045699998
695,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,20,"37,17,41",N,"119,33,54",W,GOAT MOUNTAIN; APPROX. 5.5 MI. ESE OF,OAKHURST,MADERA,CA,N, , ,37.200000000000003,37.200000000000003,TOWER,12454,-119.565012657000000,37.294705145000002
696,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,21,"36,22,6",N,"120,38,37",W,23 mi NW of Coalinga,New Idria,SAN BENITO,CA,N, ,1201011,60.899999999999999,60.899999999999999,TOWER,12454,-120.643612735999990,36.368304983199998
697,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,22,"37,35,13",N,"120,10,24",W,9188 VILAGE DR,SNELLING,MARIPOSA,CA,N, ,1014660,79.200000000000003,79.200000000000003,TOWER,12454,-120.173312790000000,37.586905130399998
698,"NEW CINGULAR WIRELESS PCS, LLC",KNKN295,23,"37,20,31",N,"119,39,2",W,.39 mi W of Hwy 41,OAKHURST,MADERA,CA,N, , ,24.399999999999999,26.199999999999999,POLE,12454,-119.650612677000000,37.341905144199998
699,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,2,"35,27,10",N,"116,35,43",W,Fort Irwin National Training center,Fort Irwin,SAN BERNARDINO,CA,N, , ,10.699999999999999,12.500000000000000,POLE,12514,-116.595311964000000,35.452805143900001
700,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,10,"33,45,48",N,"118,23,32",W,6507 1/2 OCEAN CREST DR.,RANCHO PALOS VERDES,LOS ANGELES,CA,N, , ,17.699999999999999,18.300000000000001,B,12514,-118.392212133000000,33.763304848499999
701,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,17,"33,39,18",N,"115,59,10",W,2 MILES SOUTHWEST OF CACTUS CITY,DESERT CENTER,RIVERSIDE,CA,N, , ,30.500000000000000,30.500000000000000,POLE,12514,-115.986111704000000,33.655004966100002
702,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,18,"35,21,45",N,"117,38,27",W,36753 RANDSBURG LOOP,Johannesburg,KERN,CA,N, ,1200992,75.599999999999994,78.000000000000000,MAST,12514,-117.640812139999990,35.362505069900003
703,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,19,"34,52,51",N,"115,4,6",W,35700 MOUNTAIN SPRINGS ROAD,GOFFS,SAN BERNARDINO,CA,N, , ,48.200000000000003,48.200000000000003,MAST,12514,-115.068311636000000,34.880805166800002
704,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,20,"33,39,17",N,"115,27,14",W,CHUCKWALLA PEAK,DESERT CENTER,RIVERSIDE,CA,N, , ,37.500000000000000,43.000000000000000,MAST,12514,-115.453911608000000,33.654704994399999
705,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,23,"35,37,17",N,"117,38,1",W,100 SAN BERNARDINO ROAD,RIDGECREST,SAN BERNARDINO,CA,N, , ,16.199999999999999,16.199999999999999,POLE,12514,-117.633612162000010,35.621405099000000
706,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,28,"34,48,10",N,"118,48,54",W,37403 GORMAN POST ROAD,Gorman,LOS ANGELES,CA,N, , ,23.199999999999999,23.800000000000001,MAST,12514,-118.815012290000000,34.802804939100000
707,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,29,"35,29,26",N,"115,33,29",W,MOUNTAIN PASS,BAKER,SAN BERNARDINO,CA,N, , ,15.500000000000000,15.500000000000000,MAST,12514,-115.558111780000000,35.490605210900000
708,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,30,"33,37,3",N,"114,46,20",W,87 BLACK ROCK MOUNTAIN,BLYTHE,RIVERSIDE,CA,N, ,1055655,30.199999999999999,30.800000000000001,POLE,12514,-114.772211479000010,33.617505026000003
709,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,33,"33,46,25",N,"118,22,24",W,"500 SILVER SPUR RD, STYE 103",PALOS VERDES,LOS ANGELES,CA,N, , ,11.000000000000000,13.400000000000000,B,12514,-118.373312131000010,33.773604850799998
710,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,39,"33,23,12",N,"118,24,3",W,BLACK JACK PEAK,AVALON,LOS ANGELES,CA,N, ,1061572,38.100000000000001,38.100000000000001,MAST,12514,-118.400812106000000,33.386704805500003
711,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,40,"35,26,7",N,"115,55,26",W,TURQUOISE MTN,BAKER,SAN BERNARDINO,CA,N, , ,38.100000000000001,38.100000000000001,MAST,12514,-115.923911842000000,35.435305182299999
712,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,42,"34,18,33",N,"114,9,56",W,BLACK METAL PK,SAN BERNARDINO,SAN BERNARDINO,CA,N, , ,19.500000000000000,22.899999999999999,MAST,12514,-114.165611420000000,34.309205146700002
713,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,44,"35,28,40",N,"117,42,0",W,EL PASO PEAKS ELECTRONICS SITE,RIDGECREST,KERN,CA,N, , ,20.699999999999999,20.699999999999999,MAST,12514,-117.700012160000000,35.477805079100001
714,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,70,"34,45,36",N,"117,47,58",W,185TH STREETE AVE E,LANCASTER,LOS ANGELES,CA,N, , ,16.500000000000000,16.500000000000000,MAST,12514,-117.799412113000000,34.760004993400003
715,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,71,"34,33,0",N,"118,40,4",W,34703 GOLDEN STATE FWY,CASTAIC,LOS ANGELES,CA,N, , ,31.100000000000001,31.100000000000001,MAST,12514,-118.667812244000000,34.550004919899997
716,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,72,"34,47,39",N,"118,51,4",W,49723 Gorman School Rd,GORMAN,LOS ANGELES,CA,N, , ,24.399999999999999,24.399999999999999,POLE,12514,-118.851112294999990,34.794204935700002
717,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,73,"33,30,33",N,"117,43,44",W,31250 PACIFIC ISLAND DR,LAGUNA NIGUEL,ORANGE,CA,N, , ,9.800000000000001,9.800000000000001,TANK,12514,-117.728911999999990,33.509204855500002
718,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,74,"33,27,18",N,"117,35,36",W,170 AVENIDA LA PLATA,SAN CLEMENTE,ORANGE,CA,N, , ,10.100000000000000,10.100000000000000,B,12514,-117.593311973000000,33.455004856300000
719,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,75,"33,31,40",N,"117,35,2",W,31129 ORTEGA HWY,SAN JUAN CAPISTRANO,ORANGE,CA,N, , ,19.800000000000001,19.800000000000001,POLE,12514,-117.583911976000000,33.527804865299998
720,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,76,"33,25,49",N,"117,36,59",W,535 N. EL CAMINO REAL,SAN CLEMENTE,ORANGE,CA,N, , ,10.699999999999999,10.699999999999999,B,12514,-117.616411975000010,33.430304852100001
721,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,77,"33,26,14",N,"116,50,58",W,46566 HIGHWAY 79,AGUANGA,RIVERSIDE,CA,N, , ,10.100000000000000,15.800000000000001,UPOLE,12514,-116.849411841999990,33.437204893699999
722,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,78,"33,27,4",N,"117,5,51",W,47835 PALA ROAD,TEMECULA,RIVERSIDE,CA,N, , ,16.500000000000000,18.000000000000000,POLE,12514,-117.097511886000010,33.451104882000003
723,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,79,"33,35,48",N,"116,35,36",W,61600 DEVIL LADDER,MOUNTAIN CENTER,RIVERSIDE,CA,N, , ,13.699999999999999,13.699999999999999,POLE,12514,-116.593311808000000,33.596704926400001
724,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,80,"33,57,39",N,"114,31,20",W,I-95 2 MILES NO OF OLD BLYTHE  VIDAL ROAD,DESERT CENTER,RIVERSIDE,CA,N, , ,45.700000000000003,45.700000000000003,MAST,12514,-114.522211459999990,33.960805082900002
725,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,81,"33,45,0",N,"114,31,19",W,87 Radio Hill - 95,Desert Center,RIVERSIDE,CA,N, , ,54.899999999999999,54.899999999999999,TOWER,12514,-114.521911442999990,33.750005055700001
726,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,82,"33,31,13",N,"117,18,12",W,19570 TENAJA RD,MURRIETA,RIVERSIDE,CA,N, , ,13.699999999999999,13.699999999999999,POLE,12514,-117.303311927000000,33.520304879599998
727,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,83,"33,28,48",N,"116,50,39",W,46-900 HWY 371,AGUANGA,RIVERSIDE,CA,N, , ,31.399999999999999,31.399999999999999,POLE,12514,-116.844211844000000,33.480004898700003
728,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,84,"34,43,53",N,"115,52,2",W,26420 E. SIBERIA RD.,AMBOY,SAN BERNARDINO,CA,N, , ,60.700000000000003,60.700000000000003,MAST,12514,-115.867211768999990,34.731405102600000
729,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,85,"34,5,18",N,"114,28,54",W,9250 HWY 95,VIDAL,SAN BERNARDINO,CA,N, , ,47.500000000000000,48.799999999999997,POLE,12514,-114.481711462000010,34.088305101400003
730,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,86,"35,0,52",N,"117,39,42",W,HWY 58 AND CARMICHAEL ST,BORON,KERN,CA,N, , ,20.100000000000001,20.100000000000001,POLE,12514,-117.661712112000000,35.014405030399999
731,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,87,"34,9,20",N,"118,47,55",W,5706 CORSA AVE STE 104,WESTLAKE VILLAGE,LOS ANGELES,CA,N, , ,10.400000000000000,10.400000000000000,B,12514,-118.798612233000000,34.155604869699999
732,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,88,"33,26,25",N,"117,37,18",W,2001 CALLE FRONTERA,SAN CLEMENTE,ORANGE,CA,N, , ,3.400000000000000,9.400000000000000,B,12514,-117.621711977000000,33.440304853299999
733,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,89,"33,28,6",N,"117,8,8",W,44501 RAINBOW CANYON RD,TEMECULA,RIVERSIDE,CA,N, , ,21.000000000000000,23.500000000000000,POLE,12514,-117.135611893999990,33.468304882299996
734,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,90,"34,30,59",N,"118,35,33",W,33100 1/2 LAKE HUGES RD,CASTAIC,LOS ANGELES,CA,N, , ,22.899999999999999,22.899999999999999,POLE,12514,-118.592512228000000,34.516404921099998
735,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,91,"34,43,9",N,"115,39,18",W,SOUTHEAST 1/4 OF SECTION 6T7N R13E,AMBOY,SAN BERNARDINO,CA,N, , ,60.399999999999999,60.399999999999999,MAST,12514,-115.655011730000000,34.719205113100003
736,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,92,"34,40,45",N,"118,25,57",W,43758 LAKE VIEW RD,LAKE HUGHES,LOS ANGELES,CA,N, , ,45.700000000000003,46.000000000000000,MAST,12514,-118.432512215000000,34.679204947400002
737,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,93,"33,24,36",N,"117,36,4",W,2401-1/2 AVENUE DEL PRESIDENTE,SAN CLEMENTE,ORANGE,CA,N, , ,16.199999999999999,16.199999999999999,UPOLE,12514,-117.601111970999990,33.410004850599996
738,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,97,"34,4,37",N,"118,52,52",W,1829U DECK CANYON RD,MALIBU,LOS ANGELES,CA,N, , ,11.900000000000000,11.900000000000000,UPOLE,12514,-118.881112239999990,34.076904855899997
739,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,98,"34,5,29",N,"118,52,5",W,33290U MULHOLLAND HWY,MALIBU,LOS ANGELES,CA,N, , ,7.900000000000000,12.500000000000000,UPOLE,12514,-118.868112239000000,34.091404858499999
740,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,99,"34,5,29",N,"118,50,12",W,321U ENCINAL CANYON RD,LOS ANGELES,LOS ANGELES,CA,N, , ,13.400000000000000,13.400000000000000,UPOLE,12514,-118.836712234000000,34.091404859900003
741,"NEW CINGULAR WIRELESS PCS, LLC",KNKA351,10,"34,4,33",N,"118,38,40",W,SCHUEREN RD & DRESSER RD (PRELIMINARY),MALIBU,LOS ANGELES,CA,N, , ,13.100000000000000,13.100000000000000,UPOLE,12514,-118.644412200000000,34.075804869599999
